|	1551
J	857
1H	777
2H	466
m	423
s	271
d	234
C	171
H	171
1HNMR	171
3H	154
O	152
N	150
dd	136
t	121
3	102
2	100
ddd	75
4H	64
dt	50
4	47
S	47
Cl	41
F	37
ddt	35
td	34
q	33
dddd	32
5H	31
11	27
14	24
5	23
5.13	23
20	23
21	23
6H	23
7.69	22
2.10	22
0.92	22
7.50	21
7.23	20
2.20	20
10	20
7.51	19
7.52	19
22	19
7.37	18
dq	18
Br	18
7.32	18
7.30	18
7.14	18
9	17
7.59	17
1.47	17
4.58	17
16	16
7.78	16
7.42	16
6.96	15
7.09	15
13	15
7.43	15
24	15
6.77	15
tt	15
8H	15
12	15
6.97	15
5.86	15
18	14
7.67	14
2.01	14
7.56	14
8.06	14
7.13	14
p	14
7.33	14
2.18	14
7.68	14
7.76	14
7.35	14
1.39	13
2.17	13
7.82	13
7.55	13
7.24	13
7.34	13
7.38	13
7.26	13
15	13
7.64	13
1.28	13
6.41	13
6	12
1.43	12
19	12
4.21	12
4.39	12
3.64	12
7.60	12
7.22	12
7.16	12
2.99	12
7.61	12
7.39	12
25	12
1.33	12
8	12
7.70	12
5.49	12
0.87	12
7.45	12
7.18	12
1.73	12
3.84	12
2.38	11
7.03	11
3.11	11
7.86	11
8.42	11
7.40	11
7.44	11
7.10	11
1.46	11
1.44	11
7.85	11
7.83	11
3.81	11
2.40	11
7.58	11
2.93	11
3.29	11
3.37	11
6.23	11
7.47	11
3.85	11
1.74	10
4.12	10
2.19	10
4.02	10
2.79	10
7.80	10
2.37	10
7.96	10
7.88	10
1.78	10
0.94	10
4.85	10
3.48	10
3.66	10
7.53	10
17	10
7.57	10
7.00	10
7.65	10
0.91	10
8.79	10
7.94	10
7.91	10
7.36	10
3.83	10
6.59	10
0.93	10
1.27	9
1.22	9
8.10	9
7.31	9
2.77	9
2.02	9
1.90	9
7.87	9
7.84	9
1.52	9
1.40	9
6.95	9
6.93	9
0.90	9
2.94	9
0.89	9
7.63	9
7.79	9
1.18	9
5.31	9
2.03	9
1.88	9
1.82	9
2.32	9
7.07	9
7.28	9
7	9
1.65	9
7.19	9
7.12	9
2.86	9
4.22	9
1.37	9
1.93	9
8.00	9
dtd	9
1.83	9
4.32	9
0.83	9
4.03	9
1.38	9
5.68	9
3.59	9
7.25	8
7H	8
2.29	8
6.86	8
8.05	8
3.41	8
