|	92252
J	53020
1H	46349
2H	27732
m	24820
s	14435
d	13233
C	10000
H	10000
1HNMR	10000
dd	9330
3H	9275
O	9045
N	8409
t	7386
2	6023
ddd	4959
3	4663
4H	3381
dt	3217
4	2599
S	2336
F	2310
Cl	2051
ddt	2002
q	1808
td	1753
6H	1623
5H	1534
dddd	1475
5	1419
0.92	1398
7.32	1322
dq	1294
tt	1265
16	1226
14	1127
2.19	1121
17	1102
p	1101
20	1101
13	1085
18	1082
7.14	1073
7.33	1055
7.26	1046
15	1031
7.69	1023
12	1016
19	1016
21	1001
2.20	994
7.51	983
1.47	982
7.87	969
22	953
2.10	942
11	928
6.59	914
6.41	909
7.31	888
Br	882
7.23	881
1.28	870
7.37	867
7.38	864
7.41	863
7.50	860
8H	851
7.34	824
7.43	821
10	820
7.30	812
1.83	810
23	809
6	804
7.36	803
3.84	791
7.35	790
7.42	785
7.24	782
24	780
8.24	776
0.93	775
7.68	756
9	753
7.39	741
6.96	740
7.27	738
8.42	727
7.52	724
3.66	723
1.37	716
7.28	715
7.49	711
1.44	708
8.06	705
7.40	698
1.65	693
7.25	692
7.29	691
7.21	690
7.48	690
4.76	688
7.19	688
0.91	684
7.17	682
7.60	681
2.01	680
8.05	680
7.15	678
6.04	675
5.31	668
7.46	666
7.45	662
7.78	662
1.27	661
5.86	661
7.20	660
7.18	656
7.22	655
7.44	648
5.68	646
2.18	642
1.43	640
1.46	640
8	639
6.77	632
25	630
3.85	628
dtd	625
1.74	622
7.56	622
7.13	613
7.05	613
7.59	610
7.88	607
4.21	601
7	600
7H	596
7.53	595
7.12	590
6.95	589
7.61	586
1.45	586
7.47	585
4.58	581
7.55	581
7.54	577
7.58	576
7.16	572
1.39	571
3.89	571
3.86	570
1.64	568
3.48	568
5.13	568
7.70	566
5.49	566
7.57	565
4.03	545
7.62	541
4.94	539
2.11	537
7.67	537
7.64	536
2.38	535
3.75	534
7.10	533
7.08	530
7.86	530
0.94	528
7.11	527
7.63	525
8.79	517
3.82	516
7.04	512
0.89	509
0.90	508
6.22	507
0.83	501
26	498
3.81	493
1.63	492
7.79	491
4.39	484
6.78	482
3.29	480
7.65	478
3.78	478
7.03	477
7.77	476
7.72	475
7.83	474
8.60	473
7.73	471
7.96	471
1.18	470
dp	470
7.66	470
6.23	470
7.09	469
6.86	468
6.99	466
8.61	466
7.76	465
7.07	462
7.82	462
7.75	457
7.02	456
6.94	455
6.97	454
7.74	454
6.87	453
6.98	451
7.71	450
3.87	449
3.57	445
7.06	445
0.88	445
1.09	443
3.94	443
3.65	442
2.08	442
3.79	442
7.01	441
7.89	439
2.93	438
2.02	437
7.80	436
7.97	436
1.73	434
1.82	432
7.85	432
6.93	431
1.19	430
3.88	430
7.81	430
2.17	429
3.11	426
0.85	425
0.87	424
7.90	422
7.84	422
1.36	421
3.67	419
