|	5292800
J	3050484
1H	2651067
2H	1615216
m	1382013
s	861302
d	781784
C	582903
H	582903
1HNMR	582903
dd	541171
3H	529680
O	527084
N	496413
t	441615
2	351790
3	277992
ddd	274532
4H	188443
dt	179637
4	154193
F	138965
S	136024
Cl	124560
ddt	109394
q	105556
td	101612
6H	89695
dddd	86394
5H	86023
5	81607
0.92	80213
7.32	75218
tt	71146
dq	70556
2.19	67225
16	66558
14	66121
15	64733
18	64619
17	63901
p	63847
13	62583
7.14	62140
19	61899
12	61565
20	61053
7.69	59869
2.20	59626
7.33	58814
21	57738
7.26	57613
7.51	57407
1.47	55748
11	55409
Br	54535
7.87	54308
22	54174
2.10	54142
8H	52988
6.41	52022
6.59	51314
10	51299
7.23	50826
7.50	50310
6	50026
7.37	49909
7.38	49577
1.28	49554
7.31	49320
7.41	49283
23	48657
7.34	48195
7.24	47653
7.43	47291
8.24	47255
7.30	46947
7.42	46788
7.35	45374
6.96	45366
7.36	45042
0.93	43959
9	43593
7.39	43448
24	43413
7.40	43116
1.83	43083
7.25	42936
8.06	42919
3.84	42899
7.68	42419
1.44	42209
7.27	41994
8.42	41822
3.66	41691
7.29	41431
7.28	41136
7.48	40944
7.60	40869
7.52	40772
7.21	40688
7.22	40616
1.27	40605
5.86	40513
7.49	40383
7.44	39638
0.91	39615
7.19	39529
8.05	39514
7.15	39253
1.65	39188
1.37	39107
7.78	38653
7.45	38366
7.17	38314
7.18	38260
2.01	38208
7.46	38117
7.20	37892
8	37720
5.68	37618
7.47	37250
5.31	37246
6.04	37132
7.88	37060
7.53	36713
7.59	36657
2.18	36550
6.77	36497
4.76	36432
7.13	36175
25	35826
7	35769
dtd	35722
1.46	35655
7.16	35498
7.54	35243
7.56	34980
7.55	34723
7.61	34362
7.12	34319
4.21	34293
7H	33884
1.74	33873
3.85	33769
1.39	33655
7.05	33592
6.95	33449
1.43	33247
5.13	33045
3.86	32985
0.89	32737
2.11	32701
3.89	32550
7.58	32331
7.11	32320
7.86	32197
1.64	32159
7.57	31969
5.49	31633
7.70	31588
4.58	31543
4.03	31362
7.04	31099
7.62	31069
7.67	31057
7.10	30877
3.48	30667
4.94	30641
1.45	30625
3.82	30578
7.08	30097
2.38	29819
7.79	29801
0.90	29793
8.60	29670
0.94	29654
8.79	29583
7.66	29512
7.63	29446
7.64	29381
26	29290
7.65	28984
7.09	28961
7.07	28858
7.75	28813
0.83	28589
6.97	28581
7.71	28487
7.96	28369
3.75	28326
4.39	28276
7.77	28246
7.06	28029
1.18	27982
7.72	27779
8.61	27703
1.63	27689
7.76	27606
6.87	27586
6.78	27572
6.22	27555
3.87	27545
7.85	27534
7.73	27362
3.81	27267
7.74	27104
3.78	27086
7.83	26973
7.89	26694
2.93	26588
7.03	26534
6.86	26366
3.88	26279
7.84	26246
7.80	26155
0.88	26137
3.57	25857
7.82	25771
7.02	25726
7.97	25723
3.79	25666
7.01	25604
0.85	25551
6.99	25405
6.98	25318
6.94	25257
2.02	25162
7.81	25087
2.56	25009
1.42	24907
3.76	24755
3.94	24598
7.90	24567
0.87	24521
1.09	24520
8.23	24376
0.95	24295
2.08	24295
4.12	24275
6.23	24267
dp	24240
4.02	24211
7.00	24164
3.11	24116
1.19	24055
6.93	23914
1.73	23911
0.86	23792
6.92	23764
7.92	23637
3.83	23610
2.17	23435
7.95	23297
3.65	23132
1.82	23078
3.90	23075
1.92	22878
6.91	22853
7.91	22802
3.67	22728
3.29	22684
3.93	22660
2.47	22576
1.36	22454
6.89	22408
2.00	22301
2.09	22248
2.75	22194
6.85	22080
3.47	22014
7.93	22012
0.84	21994
1.55	21990
6.90	21985
1.40	21917
2.37	21870
2.74	21778
3.92	21771
27	21769
3.68	21622
1.21	21542
3.80	21530
7.94	21505
3.62	21358
8.15	21353
2.29	21284
2.16	21273
8.04	21271
3.30	21237
2.15	21204
1.56	21125
1.84	21110
3.74	21067
1.41	21030
2.14	20999
1.38	20949
2.21	20926
6.88	20908
8.97	20735
3.71	20687
3.91	20634
3.73	20633
2.92	20621
1.33	20612
3.77	20557
3.39	20540
4.30	20455
2.07	20426
7.98	20400
6.68	20262
0.96	20251
3.69	20145
4.40	20099
5.67	20098
0.82	20075
3.02	19974
1.94	19971
6.83	19925
3.72	19890
8.43	19883
1.80	19822
1.26	19813
4.67	19801
1.93	19778
3.63	19740
8.00	19647
6.84	19624
8.33	19568
8.03	19474
12.09	19452
2.84	19445
1.99	19385
1.81	19345
3.64	19295
1.31	19290
1.95	19283
2.32	19281
7.99	19061
1.35	19052
3.61	19005
1.89	18897
3.70	18764
3.56	18754
1.29	18683
2.12	18605
2.57	18570
8.07	18529
2.91	18484
2.94	18441
1.32	18435
2.35	18422
2.13	18381
6.82	18353
6.79	18341
2.65	18314
1.91	18297
2.03	18254
2.90	18239
6.81	18232
6.50	18196
6.80	18157
8.01	18108
6.32	18087
5.12	18078
5.95	18032
4.20	17996
1.98	17967
2.89	17953
8.02	17914
1.24	17908
3.95	17878
2.33	17852
8.14	17761
3.59	17734
4.95	17699
6.40	17679
1.79	17679
2.41	17672
3.54	17632
1.97	17630
1.54	17589
2.28	17574
3.60	17570
1.85	17563
2.36	17519
1.90	17503
8.51	17481
1.22	17472
3.58	17463
1.72	17455
5.77	17439
4.11	17428
6.76	17413
5.22	17409
1.34	17401
2.83	17401
1.53	17389
2.88	17383
6.60	17362
1.52	17358
2.34	17345
8.25	17251
2.04	17238
2.95	17225
1.67	17194
2.06	17187
5.40	17140
2.85	17073
1.88	17048
1.86	17039
1.30	16993
2.40	16939
28	16938
2.31	16845
2.22	16839
1.48	16838
0.73	16819
3.52	16805
2.46	16794
1.96	16785
1.69	16775
1.71	16743
4.57	16692
2.27	16681
2.77	16678
1.75	16641
3.97	16623
1.87	16615
1.70	16596
2.86	16580
2.30	16563
1.62	16551
3.96	16419
1.58	16366
1.66	16336
2.66	16335
2.73	16327
2.78	16320
3.99	16309
1.76	16286
1.01	16281
8.08	16280
1.51	16276
3.51	16230
2.05	16201
8.22	16143
2.79	16122
2.39	16101
3.55	16050
2.96	16047
2.81	16029
2.98	15989
5.04	15950
3.98	15941
0.97	15934
2.82	15931
1.78	15918
2.99	15917
2.80	15893
1.49	15871
8.10	15857
3.10	15849
2.76	15824
2.25	15823
2.72	15809
2.26	15804
3.38	15790
4.09	15766
2.45	15751
4.49	15727
9H	15714
4.85	15710
1.68	15707
2.97	15700
4.15	15683
3.53	15635
6.13	15585
1.59	15583
1.77	15550
3.01	15537
2.71	15537
8.13	15530
2.87	15517
1.57	15481
4.18	15467
3.50	15410
4.22	15370
4.08	15316
4.10	15309
6.58	15287
2.69	15281
8.09	15203
2.58	15197
2.48	15166
1.61	15129
3.00	15129
3.42	15077
6.75	15071
2.44	15071
4.48	15046
2.43	14997
1.50	14945
2.23	14866
3.49	14848
2.68	14844
3.03	14806
4.05	14804
4.00	14803
4.19	14781
4.01	14775
2.55	14772
8.41	14715
4.16	14696
4.17	14639
2.42	14609
8.16	14542
8.11	14535
3.04	14531
8.52	14518
4.06	14479
4.04	14430
3.36	14428
2.24	14397
4.07	14392
5.50	14369
6.74	14360
1.25	14286
1.10	14280
1.60	14254
2.70	14227
6.69	14206
2.51	14177
3.12	14167
4.13	14154
3.41	14152
8.70	14143
8.12	14134
2.61	14118
2.64	14079
2.67	14046
3.05	14027
3.33	14007
qd	14007
3.20	14003
3.44	13955
1.23	13950
2.49	13943
2.60	13941
3.37	13939
3.45	13931
6.73	13909
4.14	13838
3.43	13835
8.32	13755
2.63	13736
2.59	13717
5.03	13711
3.35	13696
1.00	13686
4.23	13622
ddq	13617
2.50	13593
5.58	13560
5.59	13554
3.46	13516
3.31	13510
4.35	13483
6.67	13477
2.52	13475
2.53	13461
4.27	13385
3.06	13354
4.31	13305
3.08	13294
0.74	13287
3.34	13246
8.26	13235
6.72	13233
3.32	13226
8.18	13191
6.70	13159
8.19	13126
3.40	13095
6.66	13016
8.21	13012
3.21	12981
6.71	12968
dtt	12958
4.25	12938
8.78	12900
12.45	12831
8.40	12815
2.54	12781
8.20	12709
3.28	12707
2.62	12629
0.98	12609
12.27	12608
8.17	12539
3.23	12531
3.26	12482
3.25	12476
8.34	12467
3.22	12463
4.28	12443
3.09	12411
13.00	12410
3.14	12395
6.61	12317
3.07	12284
0.71	12263
4.29	12220
29	12099
4.33	12030
1.02	12000
6.57	11960
8.44	11957
qt	11928
0.81	11916
6.65	11897
4.26	11886
4.38	11883
4.24	11856
hept	11791
3.24	11764
8.27	11728
3.19	11697
3.15	11666
8.69	11651
8.29	11625
4.34	11590
6.63	11576
3.16	11571
6.62	11564
8.31	11557
8.50	11555
3.27	11493
4.32	11433
1.20	11424
6.05	11418
3.17	11366
3.13	11350
0.99	11343
4.42	11341
8.28	11273
8.30	11212
8.59	11147
12.08	11145
6.39	11140
3.18	11132
6.64	11099
4.66	10900
8.49	10848
8.62	10838
8.48	10835
8.45	10806
8.36	10803
4.36	10725
4.56	10722
6.31	10645
6.56	10641
4.75	10630
8.35	10621
1.03	10615
8.58	10543
8.47	10519
4.43	10423
8.38	10381
8.39	10374
4.41	10352
8.88	10312
5.06	10311
I	10310
5.30	10189
5.11	10181
4.68	10166
6.55	10152
4.77	10136
4.45	10134
8.37	10069
4.37	10039
4.44	10034
11.90	10034
h	10027
6.54	9994
8.46	9986
4.63	9952
1.08	9945
1.16	9927
5.14	9917
4.65	9817
4.52	9816
8.55	9802
0.70	9680
6.49	9653
5.85	9652
4.60	9640
9.16	9626
4.53	9623
6.14	9622
4.59	9604
5.09	9548
30	9535
6.53	9503
4.74	9489
5.07	9489
1.07	9480
4.54	9444
4.46	9442
8.53	9435
12.82	9421
4.62	9421
4.72	9402
4.69	9356
8.56	9342
4.55	9333
4.47	9318
4.61	9290
8.54	9287
4.51	9254
4.50	9251
13.37	9246
5.10	9236
9.34	9213
8.64	9177
5.05	9080
0.80	9062
4.73	9041
4.64	8990
13.55	8966
5.08	8948
1.05	8946
6.42	8912
6.51	8892
4.71	8848
1.17	8816
dqd	8816
8.66	8796
4.70	8786
6.36	8730
5.21	8666
8.68	8640
8.77	8589
9.15	8553
6.37	8529
1.11	8525
8.63	8498
8.57	8490
8.67	8483
8.80	8474
6.38	8470
6.52	8449
1.04	8431
11.54	8375
dddt	8368
6.48	8331
5.32	8323
6.44	8311
11.72	8268
6.03	8245
5.76	8230
1.15	8210
5.17	8102
5.87	8082
5.02	8042
6.43	8024
14.10	8017
6.30	7923
6.47	7872
4.93	7829
4.79	7811
1.06	7798
11.35	7789
8.65	7786
6.35	7782
pd	7770
5.94	7706
4.78	7676
5.16	7595
6.45	7574
6.46	7570
0.79	7494
4.81	7481
4.80	7425
6.33	7423
5.29	7400
4.84	7377
11.17	7377
6.21	7314
6.27	7313
8.98	7270
4.86	7266
0.75	7259
6.26	7214
6.12	7194
8.71	7192
1.14	7183
12.64	7180
tdd	7145
6.24	7141
5.19	7135
5.00	7133
4.83	7105
5.48	7087
9.52	7083
13.92	7080
5.23	7078
5.41	7035
5.66	7018
4.82	6952
5.15	6932
12.63	6909
5.28	6888
5.25	6881
5.18	6866
4.92	6851
5.20	6815
5.96	6813
13.73	6790
6.29	6790
4.97	6789
0.78	6782
5.33	6781
6.17	6776
tq	6770
6.25	6749
6.06	6728
4.99	6727
1.12	6676
0.72	6656
13.18	6643
5.26	6606
5.27	6603
4.89	6583
4.87	6576
8.74	6567
31	6555
5.90	6555
8.76	6540
8.72	6533
5.69	6521
5.35	6521
4.91	6520
1.13	6486
5.01	6433
5.81	6403
6.18	6402
4.98	6399
4.88	6362
5.24	6326
5.91	6309
0H	6271
4.96	6268
6.20	6266
6.34	6263
6.28	6258
5.99	6252
5.93	6222
5.98	6205
8.73	6179
5.82	6157
5.39	6140
8.89	6111
8.95	6051
6.08	6049
5.51	6046
5.34	6041
8.96	6025
5.80	6025
6.02	6022
8.75	6022
10.99	6003
5.92	5998
5.89	5981
5.57	5980
6.10	5932
8.87	5919
6.15	5909
5.78	5902
5.44	5893
4.90	5877
5.75	5857
5.88	5851
6.00	5847
6.19	5845
10H	5837
9.06	5829
6.09	5781
5.84	5771
5.52	5771
5.83	5767
5.97	5764
32	5707
5.73	5696
5.65	5683
8.81	5678
5.71	5674
5.47	5621
5.63	5551
5.64	5501
5.62	5492
8.82	5476
6.11	5463
5.72	5453
6.07	5407
5.45	5403
6.16	5402
6.01	5397
5.74	5382
5.53	5374
10.07	5363
